1,1,125.45,159.39,55.57,168.71,1,-1,-1,-1
1,2,14.93,140.29,68.64,207.93,1,-1,-1,-1
2,1,122.68,158.73,59.09,179.28,1,-1,-1,-1
2,2,14.93,140.29,68.64,207.93,1,-1,-1,-1
3,1,128.81,147.48,63.00,191.02,1,-1,-1,-1
3,2,14.93,140.29,68.64,207.93,1,-1,-1,-1
4,1,130.93,143.67,64.27,194.82,1,-1,-1,-1
4,2,15.69,136.53,72.46,219.38,1,-1,-1,-1
5,1,142.66,153.14,61.47,186.40,1,-1,-1,-1
5,2,25.21,138.85,70.10,212.30,1,-1,-1,-1
6,1,146.70,156.84,60.33,182.99,1,-1,-1,-1
6,2,30.04,136.25,72.74,220.23,1,-1,-1,-1
7,1,156.39,158.14,59.91,181.75,1,-1,-1,-1
7,2,31.61,135.37,73.63,222.89,1,-1,-1,-1
8,1,156.57,145.92,65.99,199.96,1,-1,-1,-1
8,2,33.48,130.77,77.56,234.67,1,-1,-1,-1
9,1,167.40,153.60,62.24,188.70,1,-1,-1,-1
9,2,44.66,129.10,78.97,238.92,1,-1,-1,-1
10,1,170.87,155.74,63.57,192.70,1,-1,-1,-1
10,2,48.86,128.53,79.46,240.37,1,-1,-1,-1
11,1,180.62,156.51,64.04,194.10,1,-1,-1,-1
11,2,50.30,128.37,79.58,240.75,1,-1,-1,-1
12,1,182.24,142.49,70.60,213.79,1,-1,-1,-1
12,2,61.24,128.37,79.58,240.74,1,-1,-1,-1
13,1,192.91,149.34,69.83,211.47,1,-1,-1,-1
13,2,65.26,128.42,79.53,240.60,1,-1,-1,-1
14,1,205.42,154.05,66.37,201.11,1,-1,-1,-1
14,2,77.16,128.48,79.48,240.43,1,-1,-1,-1
15,1,209.98,137.23,75.02,227.04,1,-1,-1,-1
15,2,81.50,128.54,79.42,240.26,1,-1,-1,-1
16,1,221.06,147.17,71.56,216.67,1,-1,-1,-1
16,2,86.73,123.34,83.16,251.48,1,-1,-1,-1
17,1,225.22,151.53,69.98,211.92,1,-1,-1,-1
17,2,88.57,121.41,84.54,255.63,1,-1,-1,-1
18,1,227.23,150.60,72.65,219.95,1,-1,-1,-1
18,2,93.08,114.36,89.04,269.14,1,-1,-1,-1
19,1,227.91,136.45,77.10,233.30,1,-1,-1,-1
19,2,94.68,111.70,90.74,274.22,1,-1,-1,-1
20,1,227.34,125.94,82.46,249.38,1,-1,-1,-1
20,2,83.25,110.73,91.35,276.05,1,-1,-1,-1
21,1,226.97,121.85,84.53,255.60,1,-1,-1,-1
21,2,82.05,102.77,95.81,289.44,1,-1,-1,-1
22,1,225.09,114.07,89.23,269.70,1,-1,-1,-1
22,2,81.52,99.78,97.49,294.45,1,-1,-1,-1
23,1,224.26,111.11,91.02,275.07,1,-1,-1,-1
23,2,81.21,98.70,98.08,296.24,1,-1,-1,-1
24,1,235.52,110.05,91.66,276.98,1,-1,-1,-1
24,2,77.59,106.01,93.97,283.92,1,-1,-1,-1
25,1,238.18,102.17,96.08,290.24,1,-1,-1,-1
25,2,72.33,95.92,106.35,321.03,1,-1,-1,-1
26,1,239.12,99.20,97.74,295.22,1,-1,-1,-1
26,2,70.47,92.28,110.79,334.35,1,-1,-1,-1
27,1,236.68,102.69,102.85,310.56,1,-1,-1,-1
27,2,66.78,100.45,107.70,325.11,1,-1,-1,-1
28,1,235.65,104.12,104.79,316.37,1,-1,-1,-1
28,2,68.22,94.09,111.26,335.77,1,-1,-1,-1
29,1,241.69,83.80,115.52,348.55,1,-1,-1,-1
29,2,56.30,80.32,117.78,355.33,1,-1,-1,-1
30,1,247.97,87.09,114.56,345.67,1,-1,-1,-1
30,2,53.89,61.84,125.78,379.34,1,-1,-1,-1
31,1,250.41,88.70,113.98,343.92,1,-1,-1,-1
31,2,52.96,54.62,128.88,388.64,1,-1,-1,-1
32,1,247.11,77.98,118.90,358.68,1,-1,-1,-1
32,2,52.62,68.44,130.01,392.04,1,-1,-1,-1
33,1,261.25,73.95,120.73,364.17,1,-1,-1,-1
33,2,65.87,70.74,124.76,376.27,1,-1,-1,-1
34,1,269.82,83.90,116.14,350.40,1,-1,-1,-1
34,2,74.58,75.24,128.25,386.73,1,-1,-1,-1
35,1,282.47,79.81,125.23,377.67,1,-1,-1,-1
35,2,77.81,76.95,129.50,390.51,1,-1,-1,-1
36,1,290.35,90.39,123.04,371.10,1,-1,-1,-1
36,2,79.03,77.70,129.91,391.73,1,-1,-1,-1
37,1,289.93,82.47,127.65,384.96,1,-1,-1,-1
37,2,83.09,63.56,136.06,410.16,1,-1,-1,-1
38,1,289.67,79.50,129.36,390.07,1,-1,-1,-1
38,2,84.61,58.22,138.35,417.04,1,-1,-1,-1
39,1,302.64,64.03,135.96,409.87,1,-1,-1,-1
39,2,69.74,39.52,145.61,438.83,1,-1,-1,-1
40,1,307.53,58.14,138.44,417.32,1,-1,-1,-1
40,2,79.20,48.88,141.98,427.92,1,-1,-1,-1
41,1,309.27,55.93,139.32,419.94,1,-1,-1,-1
41,2,70.22,37.41,153.89,463.66,1,-1,-1,-1
42,1,309.75,55.20,139.56,420.66,1,-1,-1,-1
42,2,64.18,31.81,151.52,456.54,1,-1,-1,-1
43,1,309.77,55.05,139.55,420.65,1,-1,-1,-1
43,2,61.71,29.76,150.36,453.06,1,-1,-1,-1
44,1,304.49,57.72,145.98,439.94,1,-1,-1,-1
44,2,60.79,29.12,149.82,451.43,1,-1,-1,-1
45,1,307.46,56.22,141.96,427.86,1,-1,-1,-1
45,2,60.46,29.01,149.53,450.56,1,-1,-1,-1
46,1,296.37,40.18,153.81,463.42,1,-1,-1,-1
47,1,292.28,34.28,158.16,476.49,1,-1,-1,-1
52,1,319.31,33.01,159.21,479.64,1,-1,-1,-1
53,2,127.64,26.76,130.02,392.06,1,-1,-1,-1
54,2,131.47,26.88,128.81,388.43,1,-1,-1,-1
55,2,132.75,26.91,128.41,387.22,1,-1,-1,-1
56,2,133.04,26.93,128.31,386.94,1,-1,-1,-1
57,2,132.97,26.94,128.34,387.01,1,-1,-1,-1
58,2,132.77,26.95,128.40,387.19,1,-1,-1,-1
59,2,132.57,26.95,128.46,387.38,1,-1,-1,-1
60,2,132.37,26.96,128.52,387.56,1,-1,-1,-1
61,2,132.20,26.96,128.58,387.73,1,-1,-1,-1
